Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Técher Emile,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.883272,55.461312,"15, ruelle des Anges - Résidence Voltaire",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Técher Emile#+33 6 92 01 58 54##,,,https://data.datatourisme.fr/54/3a7171f2-0288-364a-9442-0d63bbe1c88f
Entre-Deux Délices,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.209337,55.493506,2 rue Jean Lauret,97414#Entre-Deux,,,,,Soubik,ADT Réunion,2021-03-31,Entre-Deux Délices#+33 2 62 91 57 43##,,,https://data.datatourisme.fr/54/3b11b7d1-e39e-3c46-a64f-c3e3a9a749fc
Bento Pasta (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.167037,55.287822,84 rue du Général Lambert,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2019-10-10,Bento Pasta (Le)#+33 6 92 54 79 13##,,,https://data.datatourisme.fr/54/3b5cd331-81ba-3355-87ad-348037393bb9
Centre Equestre du Cap,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.175457,55.32821,"124, route Hubert Delisle",97416#Saint-Leu,,,,,Soubik,ADT Réunion,2021-02-25,Centre Equestre du Cap#+33 6 92 82 35 76#club@ceducap.fr#http://www.ceducap.fr/,,,https://data.datatourisme.fr/54/b02b0b44-ee00-3dfd-936d-9622e9a68bb0
Bungalow des Mimosas,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.354463,55.565143,"427 bis, rue Mahé Labourdonnais",97429#Petite-Île,,,,,Soubik,ADT Réunion,2019-10-10,Bungalow des Mimosas#+33 2 62 35 30 63#lesmimosas974@orange.fr#http://www.mik-location.re/,,,https://data.datatourisme.fr/54/b0432820-c1b5-3a3b-97a4-3c42e97969f3
Villa Carambole,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-20.909959,55.569934,"16, impasse des Pandas",97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2020-03-19,Villa Carambole#+33 2 62 61 01 92#lavillacarambole@gmail.com#http://www.lavillacarambole.com/,,,https://data.datatourisme.fr/54/b04852d5-c151-3d13-ba4d-be622db3afc3
Food Art's,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.884738,55.468379,"23, rue Léopold Rambaud - Cité des Arts",97490#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Food Art's#+33 2 62 41 00 65#direction@foodarts.run#http://www.foodarts.run/,,,https://data.datatourisme.fr/54/b04b6a93-6ce8-3ed3-ba0f-9b67f4081f67
Bouisset Fabrice,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.134449,55.477025,"3 ter, rue des Pins",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Bouisset Fabrice#+33 2 62 31 74 42#bouisset.fabrice@wanadoo.fr#,,,https://data.datatourisme.fr/54/b08ddc8d-21d1-3eca-b17c-4f690d3cf64e
Caz' Oceane,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.13617583,55.30926689,"28, chemin Mutel",97416#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-22,Caz' Oceane#+33 2 62 54 89 40#lacazoceane@gmail.com#http://www.chambredhoteslareunioncazoceane.com/,,,https://data.datatourisme.fr/54/b09b8654-fd9f-3b13-9351-b02b159b35ed
Blue Cat - Océan Dream Croisières,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#NauticalCentre,-20.942523,55.283779,Port de Plaisance,97420#Le Port,,,,,Soubik,ADT Réunion,2022-03-03,Blue Cat - Océan Dream Croisières#+33 6 93 90 62 84#contact@oceandream.fr#http://www.oceandream.fr/location.php?zone=2,,,https://data.datatourisme.fr/54/b0a44eb8-4b8a-3df8-9af8-34453df0ab7e
Graveur sur Cuivre (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.131476,55.473876,"2, rue des Sources",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Graveur sur Cuivre (Le)#+33 2 62 31 73 64##,,,https://data.datatourisme.fr/54/b0edac7a-f010-3e60-8c0f-756df3244e2e
Calou Pilon (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.135375,55.473237,"9, rue Victorine Sery",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Calou Pilon (Le)#+33 2 62 31 72 47#caloupilonacilaos@orange.fr#http://caloupilonacilaos.simdif.com/,,,https://data.datatourisme.fr/54/b1023606-4a2e-33a0-93ca-8452a4d61116
Kaz Ti Piment,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.219253,55.316957,"20, rue Edouard Carpy - Lotissement Maricourt",97424#Saint-Leu,,,,,Soubik,ADT Réunion,2019-10-10,Kaz Ti Piment#+33 2 62 25 29 52#contact@tipiment.re#,,,https://data.datatourisme.fr/54/b10d7cba-7eb4-3c00-be29-f65b1e078984
Villa Corail Bleu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.035057,55.220144,"13, rue des Sables",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Villa Corail Bleu#+33 6 92 86 60 50#piedanlo974@orange.fr#http://corailbleu.monsite-orange.fr/,,,https://data.datatourisme.fr/54/b11b48e8-d7ec-3050-af96-df27e3d63c41
Golf du Bassin Bleu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.05299225,55.25457306,"75, rue Mahatma Gandhi",97435#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Golf du Bassin Bleu#+33 2 62 70 03 00#golf@bassinbleu.fr#http://www.bassinbleu.fr/,,,https://data.datatourisme.fr/54/b130210d-4026-31ae-9711-d9509d7da002
Restaurant du Golf du bassin Bleu,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05299225,55.25457306,"75, rue Mahatma Gandhi",97435#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Restaurant du Golf du bassin Bleu#+33 2 62 70 03 00#golf@bassinbleu.fr#http://www.bassinbleu.fr/,,,https://data.datatourisme.fr/54/e15b0ca9-6377-36c0-aafd-87ac57020d44
Dattiers (Les),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.262873,55.367636,"45 bis, rue Pied des Roches",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Dattiers (Les)#+33 6 92 29 66 13#lydievelna@gmail.com#,,,https://data.datatourisme.fr/54/b1982dae-7bc3-3e80-9893-10e9fb9c3d5e
Lambablanc (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.002778,55.652778,"4, lot les Bambous - La Caroline",97412#Bras-Panon,,,,,Soubik,ADT Réunion,2022-12-06,Lambablanc (Le)#+33 6 92 45 94 11#lambablanc974@gmail.com#,,,https://data.datatourisme.fr/54/b1a847e9-f551-3fb7-a68c-b8f86f1c685f
Nature (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.989127,55.28441,228 rue Saint-Louis,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Nature (Le)#+33 2 62 71 45 89#lenature.stpaul@orange.fr#,,,https://data.datatourisme.fr/54/e0affce9-8cba-36d8-89cb-4772c241e5bb
Domaine des Radiers,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.119615,55.758332,"3, CD 57 - Les Radiers",97439#Sainte-Rose,,,,,Soubik,ADT Réunion,2019-10-10,Domaine des Radiers#+33 6 93 90 71 05#gitecampingdesmimosas@gmail.com#http://domainedesradiers.jimdo.com/,,,https://data.datatourisme.fr/54/e0b45505-ac7d-3e8f-9f5f-b3e177be49f5
Rando Réunion Passion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.047682,55.221716,167 rue du Général de Gaulle,97434#Saint-Paul,,,,,Soubik,ADT Réunion,2020-09-01,Rando Réunion Passion#+33 2 62 24 26 19#randoreunion@wanadoo.fr#http://www.vttreunion.com/,,,https://data.datatourisme.fr/54/e0b6e839-7a9d-30b0-ba8c-a576a8c31c2c
Calynta (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.922805,55.6131,163 rue Maingard,97440#Saint-André,,,,,Soubik,ADT Réunion,2020-05-11,Calynta (Le)#+33 6 92 48 78 82#calynta@gmail.com#,,,https://data.datatourisme.fr/54/e0cfbd28-7050-3d7f-b15d-bef76aa5a827
Cardinal des Grands Bleus,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.1810694,55.29147982,"6, rue Marcel Pagnol - Zac Four-à-chaux",97436#Saint-Leu,,,,,Soubik,ADT Réunion,2019-10-10,Cardinal des Grands Bleus#+33 2 62 34 98 30#lecardinaldesgrandsbleus@gmail.com#http://www.lecardinaldesgrandsbleus.fr/,,,https://data.datatourisme.fr/54/e129ed5a-e2b8-399d-b930-c0eb41b36da6
Hôtel de la Plage,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,-21.05160583,55.22537717,"20, rue de la Poste",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Hôtel de la Plage#+33 2 62 24 06 37#hoteldelaplagereunion@hotmail.fr#http://www.hoteldelaplage.re/,,,https://data.datatourisme.fr/54/e171bb8c-ccc1-3b6e-baf3-4aebb340e7a4
Confidence (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.047985,55.268333,19 lot des Oliviers,97435#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Confidence (La)#+33 2 62 55 57 30##,,,https://data.datatourisme.fr/54/e1e322f2-8f90-389a-b8ae-7eac7f8c256f
Kaz à Léa,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.338113,55.473792,"34, rue François Isautier",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Kaz à Léa#+33 2 62 25 04 25#kazalea@hotmail.fr#,,,https://data.datatourisme.fr/54/e233ee7b-ec9b-3bbb-8f26-9041a075e54a
Villa Marthe,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.066524,55.518098,"71, rue Général de Gaulle - Hell-Bourg",97433#Salazie,,,,,Soubik,ADT Réunion,2022-12-27,Villa Marthe#+33 2 62 21 02 02#villamarthe974@gmail.com#http://www.villamarthe.com/,,,https://data.datatourisme.fr/54/e2a93c8b-a3e9-3b7b-9142-f783182ef94e
Lawfli,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.268654,55.335126,"30, rue Octave Bénard",97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2019-10-10,Lawfli#+33 2 62 26 63 63##,,,https://data.datatourisme.fr/54/f3a3ea92-ee4d-322d-b818-e5fdf8bc7149
Gîtes de Bassin Plat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.31977704,55.50244792,"31 A, chemin Bassin Martin",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2022-12-14,Gîtes de Bassin Plat#+33 6 92 86 32 32#boisvilliers@hotmail.com#http://www.reunion-gites.com/,,,https://data.datatourisme.fr/54/f3da221d-f893-3f8f-aa4d-b86bfcce1602
Débarcadère (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.008721,55.269132,"1, rue de la Baie",97460#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Débarcadère (Le)#+33 2 62 45 19 41##,,,https://data.datatourisme.fr/54/f3e68092-8b32-378b-82ea-6d950618620a
Délice Express,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.876875,55.447901,"20, rue de la Victoire",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Délice Express#+33 2 62 41 89 10##,,,https://data.datatourisme.fr/54/f40dd695-1482-38e6-9e4b-3ca8d44d84f5
Mc Donald's,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.891248,55.499933,Centre Commercial Carrefour,97490#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Mc Donald's#+33 2 62 92 28 28##http://www.mcdonalds.fr/,,,https://data.datatourisme.fr/54/f41b5d00-3acd-3f52-bea7-a19cac1cd9e8
Marmite du Pêcheur (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.35321862,55.78568494,"18 A, RN 2 Ravine Ango",97442#Saint-Philippe,,,,,Soubik,ADT Réunion,2021-02-25,Marmite du Pêcheur (La)#+33 2 62 37 01 01#la.marmite.du.pecheur@wanadoo.fr#,,,https://data.datatourisme.fr/54/f427caa2-e2e3-3e78-8583-423d76c0ff84
Avernza Café,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.982441,55.292324,147 avenue du Stade,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2020-06-10,Avernza Café#+33 2 62 49 48 38#avernza@gmail.com#http://www.avernza.wixsite.com/monsite,,,https://data.datatourisme.fr/54/f452af8d-f4fc-3f64-b154-c186cdbb7833
Résidence Le Tamil Nadu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.322359,55.484432,"35, route Ligne Paradis",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Résidence Le Tamil Nadu#+33 2 62 91 02 63#974locationsaisonniere@gmail.com#http://www.974-location-saisonniere-reunion.re/,,,https://data.datatourisme.fr/54/f46409dd-280d-3e06-86bb-7d1d7b8d52ca
